chrome version
70
70
30
11
11
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
10
10
12
78
12
11
11
30
30
12
12
12
12
12
12
11
10
10
10
10
10
10
10
10
11
11
70
12
12
30
30
70
12
11
11
10
11
70
30
10
10
30
10
12
30
12
12
12
30
10
11
30
11
30
30
12
12
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
12
12
11
11
12
11
12
12
10
10
10
10
10
10
10
10
10
10
11
12
11
11
11
12
30
12
12
30
10
65
65
30
11
11
10
70
12
70
12
11
12
70
12
12
12
11
11
99
12
11
30
11
11
70
80
12
11
11
12
11
11
30
12
12
70
10
10
70
30
12
10
12
11
11
11
11
11
12
78
78
78
78
78
78
78
78
78
78
78
78
11
11
12
30
11
12
11
11
10
10
30
30
12
30
30
11
78
12
11
11
11
10
10
12
12
70
11
12
11
70
30
70
11
62
62
12
11
11
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
11
10
10
30
10
12
11
11
11
11
12
30
70
57
10
11
12
11
12
11
11
12
11
11
11
11
11
30
30
11
11
10
10
10
10
50
12
12
70
10
30
30
11
70
30
70
11
12
11
12
30
12
11
12
30
11
11
30
30
12
12
10
10
81
12
11
11
30
11
11
11
11
10
10
10
12
62
62
65
11
70
12
12
12
11
11
12
12
11
10
12
30
62
62
11
11
11
62
62
10
10
90
90
90
90
90
90
11
30
30
30
11
11
12
10
10
11
70
70
12
30
12
11
30
30
12
70
12
70
11
12
11
11
80
11
10
70
12
11
12
11
30
78
85
91
64
10
10
87
91
80
74
30
66
30
11
30
10
30
30
12
30
12
12
10
12
30
12
11
11
10
10
11
10
10
10
10
10
10
11
11
11
12
70
10
11
30
41
11
10
11
12
11
11
11
30
11
11
12
30
70
30
30
10
10
70
75
10
12
30
11
12
12
84
84
77
84
58
80
84
58
58
70
79
79
84
84
72
84
84
83
84
84
75
81
75
84
78
84
58
70
80
58
69
81
84
80
58
83
84
79
84
84
72
84
74
74
75
84
80
72
79
72
74
74
77
84
91
58
70
84
74
84
79
39
75
84
79
58
70
84
78
72
39
84
84
78
39
83
70
70
84
70
39
84
81
84
74
72
80
84
58
70
70
74
58
39
74
70
84
84
79
84
84
74
81
84
83
79
84
84
79
74
72
77
74
83
84
79
58
80
74
72
58
74
72
72
74
84
39
81
79
83
84
84
84
72
84
84
39
84
84
84
79
80
84
70
80
84
75
39
84
84
74
72
58
80
80
84
78
70
74
84
39
83
84
75
80
58
81
72
84
84
79
80
72
84
74
74
58
81
84
79
72
84
72
84
80
79
83
78
84
70
79
74
84
39
75
58
72
72
84
83
84
84
77
58
70
75
84
83
84
58
39
79
83
84
84
81
84
72
70
79
79
74
79
83
74
74
74
74
74
81
39
69
39
84
72
74
79
79
74
84
58
77
84
79
79
84
74
74
80
79
84
84
70
74
74
84
84
84
84
79
70
84
58
77
84
58
84
77
39
84
81
84
75
81
77
80
72
69
84
70
58
79
84
58
72
58
80
75
75
84
77
81
72
83
84
84
83
84
58
84
75
83
74
74
84
75
75
78
84
84
74
84
79
83
84
78
11
12
30
50
43
12
12
56
11
10
60
60
60
30
70
30
12
11
30
70
11
30
11
70
12
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
30
11
57
57
30
87
60
84
91
70
67
68
83
44
70
11
11
11
11
70
30
10
10
70
80
10
11
12
12
12
11
10
10
30
70
11
10
10
10
10
11
11
12
12
11
12
11
11
11
12
30
30
52
12
12
10
10
11
10
11
11
30
12
11
30
70
12
12
12
30
12
70
12
70
30
12
11
10
10
11
11
11
12
12
11
12
12
11
12
30
11
10
12
11
12
10
10
12
12
11
80
11
70
99
70
30
12
70
60
83
90
87
11
70
70
11
11
11
12
30
70
30
70
11
12
30
70
30
12
10
70
30
30
30
12
12
12
12
60
60
60
60
60
60
11
12
11
12
30
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
